id,name,type,location,criticality,owner,description,ip_address,os,software,processes,dependencies
IT-04989,Serveur de Sauvegarde - Singapour,Serveur de Sauvegarde,"Singapour, Singapour",high,Direction RH,Serveur de Sauvegarde utilisé pour Gestion des Flottes.,192.168.7.179,N/A,Veeam Backup,"Finance et Comptabilité, Douanes et Réglementations, Planification des Itinéraires",IT-01949
IT-04990,Pare-feu - Shanghai,Pare-feu,"Shanghai, Chine",medium,Direction Logistique,Pare-feu assurant la connectivité du réseau. Modèle: FortiGate 2000E.,192.168.193.52,FortiOS 7.4,FortiGate 2000E,"Gestion des Stocks, Sécurité et Conformité",IT-01240
IT-04991,Poste de Travail Portable - Yokohama,Poste de Travail Portable,"Yokohama, Japon",high,Direction Logistique,Poste de Travail Portable utilisé pour Sécurité et Conformité. Configuré avec Microsoft Office 365.,192.168.9.88,Windows 11 Entreprise,Microsoft Office 365,Communication Interne,
IT-04992,Serveur - Amsterdam,Serveur,"Amsterdam, Pays-Bas",low,Direction IT,Serveur hébergeant des applications critiques pour Maintenance des Navires. Exécute Oracle Database.,192.168.186.146,Linux (Ubuntu 20.04),Oracle Database,"Finance et Comptabilité, Maintenance des Navires","IT-04071, IT-03665"
IT-04993,Équipement Réseau - Rio de Janeiro,Équipement Réseau,"Rio de Janeiro, Brésil",low,Direction Opérations,Équipement Réseau assurant la connectivité du réseau. Modèle: Cisco IOS.,192.168.63.63,FortiOS 7.4,Cisco IOS,Ressources Humaines,"IT-00286, IT-00370"
IT-04994,Station de Travail - Singapour,Station de Travail,"Singapour, Singapour",medium,Direction IT,Station de Travail utilisé pour Maintenance des Navires.,192.168.159.59,N/A,N/A,"Gestion des Flottes, Maintenance des Navires","IT-00437, IT-01968, IT-02546"
IT-04995,Poste de Travail Portable - Dubaï,Poste de Travail Portable,"Dubaï, Émirats Arabes Unis",medium,Direction Financière,Poste de Travail Portable utilisé pour Gestion des Stocks. Configuré avec Microsoft Office 365.,192.168.219.80,Windows 11 Entreprise,Microsoft Office 365,"Gestion des Stocks, Gestion des Flottes, Maintenance des Navires",IT-01504
IT-04996,Serveur de Bases de Données - Yokohama,Serveur de Bases de Données,"Yokohama, Japon",medium,Direction Opérations,Serveur de Bases de Données hébergeant des applications critiques pour Gestion des Réservations. Stocke les données des cargaisons. Capacité: 7 To.,192.168.198.114,N/A,PostgreSQL 14,"Sécurité et Conformité, Maintenance des Navires",IT-04235
IT-04997,Serveur Web - Ningbo,Serveur Web,"Ningbo, Chine",medium,Direction IT,Serveur Web utilisé pour Sécurité et Conformité.,192.168.24.233,N/A,Apache HTTP Server,Communication Interne,"IT-00119, IT-00123"
IT-04998,Routeur - Singapour,Routeur,"Singapour, Singapour",medium,Direction Financière,Routeur assurant la connectivité du réseau. Modèle: Cisco 4000 Series.,192.168.61.125,Cisco IOS,Cisco 4000 Series,Communication Interne,"IT-00163, IT-01327"
IT-04999,Pare-feu - Busan,Pare-feu,"Busan, Corée du Sud",high,Direction Financière,Pare-feu assurant la connectivité du réseau. Modèle: FortiGate 2000E.,192.168.54.82,FortiOS 7.4,FortiGate 2000E,"Ressources Humaines, Sécurité et Conformité",
IT-05000,Pare-feu - Rotterdam,Pare-feu,"Rotterdam, Pays-Bas",low,Direction Opérations,Pare-feu assurant la connectivité du réseau. Modèle: FortiGate 2000E.,192.168.19.242,FortiOS 7.4,FortiGate 2000E,Gestion des Flottes,"IT-04827, IT-01206"
IT-05001,Scanneur de Code-Barre - Yokohama,Scanneur de Code-Barre,"Yokohama, Japon",high,Direction Opérations,Scanneur de Code-Barre utilisé pour Finance et Comptabilité.,N/A,N/A,Zebra DS9908,"Communication Interne, Planification des Itinéraires, Ressources Humaines","IT-01880, IT-04677, IT-02816"
IT-05002,Station de Travail - Singapour,Station de Travail,"Singapour, Singapour",high,Direction Opérations,Station de Travail utilisé pour Approvisionnement.,192.168.131.114,N/A,N/A,"Communication Interne, Gestion des Flottes",
IT-05003,Serveur de Sauvegarde - Hambourg,Serveur de Sauvegarde,"Hambourg, Allemagne",high,Direction Logistique,Serveur de Sauvegarde utilisé pour Ressources Humaines.,192.168.211.199,N/A,Veeam Backup,"Communication Interne, Douanes et Réglementations",IT-03772
IT-05004,Imprimante Réseau - Tokyo,Imprimante Réseau,"Tokyo, Japon",medium,Direction Logistique,Imprimante Réseau utilisé pour Analyse des Risques.,192.168.120.191,N/A,N/A,Gestion des Stocks,IT-01816
IT-05005,Serveur de Sauvegarde - Dunkerque,Serveur de Sauvegarde,"Dunkerque, France",medium,Direction Opérations,Serveur de Sauvegarde utilisé pour Ressources Humaines.,192.168.97.194,N/A,Veeam Backup,"Finance et Comptabilité, Communication Interne, Gestion des Stocks",
IT-05006,Terminal d'Impression - Rio de Janeiro,Terminal d'Impression,"Rio de Janeiro, Brésil",low,Direction IT,Imprimante pour l'impression des documents. Modèle: Firmware Xerox v5.2.,192.168.8.145,N/A,Firmware Xerox v5.2,"Communication Interne, Sécurité et Conformité","IT-03146, IT-01095"
IT-05007,Serveur Web - Amsterdam,Serveur Web,"Amsterdam, Pays-Bas",medium,Direction Opérations,Serveur Web utilisé pour Gestion des Clients.,192.168.149.60,N/A,Nginx,Gestion des Équipages,IT-00977
IT-05008,Serveur Applicatif - Busan,Serveur Applicatif,"Busan, Corée du Sud",low,Direction Financière,Serveur Applicatif hébergeant des applications critiques pour Gestion des Stocks. Exécute Docker.,192.168.225.200,N/A,Custom TMS,"Suivi des Cargaisons, Gestion des Flottes, Gestion des Réservations",IT-02677
IT-05009,Serveur - Santos,Serveur,"Santos, Brésil",low,Direction RH,Serveur hébergeant des applications critiques pour Analyse des Risques. Exécute SAP ERP.,192.168.155.116,Linux (Ubuntu 20.04),SAP ERP,Ressources Humaines,"IT-00363, IT-04907, IT-01493"
IT-05010,Portique Numérique - Yokohama,Portique Numérique,"Yokohama, Japon",low,Direction Financière,Portique numérique pour le chargement/déchargement des conteneurs. Équipé de Système de Contrôle Kalmar.,192.168.207.7,Embedded Linux,Système de Contrôle Kalmar,"Sécurité et Conformité, Ressources Humaines","IT-03719, IT-00281, IT-04003"
IT-05011,Serveur Applicatif - Rotterdam,Serveur Applicatif,"Rotterdam, Pays-Bas",medium,Direction IT,Serveur Applicatif hébergeant des applications critiques pour Communication Interne. Exécute Docker.,192.168.225.47,N/A,Docker,"Finance et Comptabilité, Approvisionnement, Planification des Itinéraires","IT-00719, IT-04063, IT-01891"
IT-05012,Station de Travail - New York,Station de Travail,"New York, États-Unis",low,Direction RH,Station de Travail utilisé pour Douanes et Réglementations.,192.168.213.225,N/A,N/A,"Maintenance des Navires, Gestion des Réservations, Douanes et Réglementations","IT-00022, IT-01221, IT-00140"
IT-05013,Portique Numérique - Dubaï,Portique Numérique,"Dubaï, Émirats Arabes Unis",high,Direction IT,Portique numérique pour le chargement/déchargement des conteneurs. Équipé de Système de Contrôle Kalmar.,192.168.28.18,Embedded Linux,Système de Contrôle Kalmar,"Maintenance des Navires, Planification des Itinéraires, Gestion des Clients",IT-04151
IT-05014,Serveur de Fichiers - Amsterdam,Serveur de Fichiers,"Amsterdam, Pays-Bas",high,Direction Opérations,Serveur de Fichiers utilisé pour Planification des Itinéraires.,192.168.40.38,N/A,Samba,"Communication Interne, Gestion des Flottes","IT-02568, IT-04458"
IT-05015,Serveur Applicatif - Busan,Serveur Applicatif,"Busan, Corée du Sud",critical,Direction Opérations,Serveur Applicatif hébergeant des applications critiques pour Douanes et Réglementations. Exécute Custom TMS.,192.168.63.27,N/A,Docker,"Gestion des Flottes, Suivi des Cargaisons",IT-01997
IT-05016,Serveur Applicatif - Singapour,Serveur Applicatif,"Singapour, Singapour",low,Direction RH,Serveur Applicatif hébergeant des applications critiques pour Analyse des Risques. Exécute Custom TMS.,192.168.7.5,N/A,Docker,"Analyse des Risques, Gestion des Flottes, Finance et Comptabilité","IT-04267, IT-02836, IT-04249"
IT-05017,Serveur Applicatif - Hambourg,Serveur Applicatif,"Hambourg, Allemagne",low,Direction IT,Serveur Applicatif hébergeant des applications critiques pour Gestion des Équipages. Exécute Custom TMS.,192.168.97.80,N/A,Docker,"Suivi des Cargaisons, Communication Interne, Gestion des Équipages",IT-02201
IT-05018,Pare-feu - Singapour,Pare-feu,"Singapour, Singapour",low,Direction RH,Pare-feu assurant la connectivité du réseau. Modèle: FortiGate 2000E.,192.168.5.9,FortiOS 7.4,FortiGate 2000E,"Maintenance des Navires, Douanes et Réglementations, Sécurité et Conformité","IT-02853, IT-02989, IT-02899"
IT-05019,Serveur Web - Amsterdam,Serveur Web,"Amsterdam, Pays-Bas",high,Direction RH,Serveur Web utilisé pour Suivi des Cargaisons.,192.168.188.72,N/A,Nginx,"Gestion des Stocks, Douanes et Réglementations, Ressources Humaines","IT-03799, IT-00721"
IT-05020,Douchette de Lecture - Ningbo,Douchette de Lecture,"Ningbo, Chine",medium,Direction Opérations,Douchette pour la lecture des codes-barres. Modèle: Honeywell Voyager 1450g.,N/A,N/A,Honeywell Voyager 1450g,"Analyse des Risques, Communication Interne",IT-00868
IT-05021,Station de Travail - Los Angeles,Station de Travail,"Los Angeles, États-Unis",medium,Direction Financière,Station de Travail utilisé pour Suivi des Cargaisons.,192.168.17.227,N/A,N/A,"Gestion des Stocks, Gestion des Flottes, Communication Interne","IT-01743, IT-04216, IT-00158"
IT-05022,Serveur de Bases de Données - Singapour,Serveur de Bases de Données,"Singapour, Singapour",medium,Direction Logistique,Serveur de Bases de Données hébergeant des applications critiques pour Douanes et Réglementations. Stocke les données des clients. Capacité: 1 To.,192.168.90.222,N/A,Oracle Database 19c,"Gestion des Flottes, Finance et Comptabilité, Ressources Humaines","IT-04223, IT-01980, IT-01994"
IT-05023,Routeur - Rio de Janeiro,Routeur,"Rio de Janeiro, Brésil",medium,Direction Opérations,Routeur assurant la connectivité du réseau. Modèle: Cisco 4000 Series.,192.168.13.238,Cisco IOS,Cisco 4000 Series,"Douanes et Réglementations, Communication Interne",IT-00999
IT-05024,Serveur - Busan,Serveur,"Busan, Corée du Sud",high,Direction IT,Serveur hébergeant des applications critiques pour Gestion des Réservations. Exécute Oracle Database.,192.168.188.157,Windows Server 2022,Oracle Database,"Gestion des Réservations, Analyse des Risques, Communication Interne","IT-02227, IT-01974, IT-03509"
IT-05025,Poste de Travail - Houston,Poste de Travail,"Houston, États-Unis",medium,Direction Logistique,Poste de Travail utilisé pour Gestion des Flottes. Configuré avec Microsoft Office 365.,192.168.173.229,Windows 11 Entreprise,Microsoft Office 365,"Finance et Comptabilité, Gestion des Clients","IT-00963, IT-04593, IT-00272"
IT-05026,Serveur - Singapour,Serveur,"Singapour, Singapour",low,Direction Opérations,Serveur hébergeant des applications critiques pour Ressources Humaines. Exécute PostgreSQL.,192.168.210.17,Linux (Ubuntu 20.04),Oracle Database,"Gestion des Flottes, Gestion des Réservations","IT-00450, IT-03583, IT-02653"
IT-05027,Pare-feu - Busan,Pare-feu,"Busan, Corée du Sud",high,Direction IT,Pare-feu assurant la connectivité du réseau. Modèle: FortiGate 2000E.,192.168.38.181,FortiOS 7.4,FortiGate 2000E,Finance et Comptabilité,IT-01740
IT-05028,Station de Travail - Rio de Janeiro,Station de Travail,"Rio de Janeiro, Brésil",medium,Direction Logistique,Station de Travail utilisé pour Maintenance des Navires.,192.168.175.32,N/A,N/A,Finance et Comptabilité,"IT-02849, IT-03062"
IT-05029,Scanneur de Code-Barre - Dubaï,Scanneur de Code-Barre,"Dubaï, Émirats Arabes Unis",medium,Direction RH,Scanneur de Code-Barre utilisé pour Approvisionnement.,N/A,N/A,Zebra DS9908,"Gestion des Équipages, Communication Interne",
IT-05030,Station de Travail - Amsterdam,Station de Travail,"Amsterdam, Pays-Bas",medium,Direction Financière,Station de Travail utilisé pour Maintenance des Navires.,192.168.46.203,N/A,N/A,"Sécurité et Conformité, Gestion des Flottes, Gestion des Stocks",
IT-05031,Imprimante Réseau - Houston,Imprimante Réseau,"Houston, États-Unis",high,Direction Financière,Imprimante Réseau utilisé pour Gestion des Équipages.,192.168.69.33,N/A,N/A,"Gestion des Flottes, Finance et Comptabilité, Planification des Itinéraires",
IT-05032,Serveur de Bases de Données - Tokyo,Serveur de Bases de Données,"Tokyo, Japon",critical,Direction IT,Serveur de Bases de Données hébergeant des applications critiques pour Sécurité et Conformité. Stocke les données des cargaisons. Capacité: 10 To.,192.168.181.235,N/A,Oracle Database 19c,"Analyse des Risques, Communication Interne, Gestion des Clients",IT-01745
IT-05033,Scanneur de Code-Barre - Hambourg,Scanneur de Code-Barre,"Hambourg, Allemagne",medium,Direction Financière,Scanneur de Code-Barre utilisé pour Planification des Itinéraires.,N/A,N/A,Zebra DS9908,Sécurité et Conformité,"IT-01262, IT-02636, IT-03925"
IT-05034,Équipement Réseau - Santos,Équipement Réseau,"Santos, Brésil",medium,Direction IT,Équipement Réseau assurant la connectivité du réseau. Modèle: Cisco IOS.,192.168.244.129,FortiOS 7.4,Cisco IOS,"Gestion des Clients, Gestion des Réservations",IT-02610
IT-05035,Douchette de Lecture - Shanghai,Douchette de Lecture,"Shanghai, Chine",low,Direction Financière,Douchette pour la lecture des codes-barres. Modèle: Honeywell Voyager 1450g.,N/A,N/A,Honeywell Voyager 1450g,"Maintenance des Navires, Planification des Itinéraires, Gestion des Clients","IT-02320, IT-01173"
IT-05036,Terminal d'Impression - Rotterdam,Terminal d'Impression,"Rotterdam, Pays-Bas",medium,Direction Opérations,Imprimante pour l'impression des documents. Modèle: Firmware Xerox v5.2.,192.168.85.8,N/A,Firmware Xerox v5.2,Communication Interne,IT-03845
IT-05037,Serveur Web - Brême,Serveur Web,"Brême, Allemagne",medium,Direction Logistique,Serveur Web utilisé pour Gestion des Équipages.,192.168.247.189,N/A,Nginx,"Ressources Humaines, Finance et Comptabilité, Gestion des Réservations","IT-02537, IT-04992, IT-02893"
IT-05038,Portique Numérique - Marseille,Portique Numérique,"Marseille, France",low,Direction Logistique,Portique numérique pour le chargement/déchargement des conteneurs. Équipé de Système de Contrôle Kalmar.,192.168.163.237,Embedded Linux,Système de Contrôle Kalmar,Finance et Comptabilité,"IT-04150, IT-03678"
IT-05039,Équipement Réseau - Amsterdam,Équipement Réseau,"Amsterdam, Pays-Bas",low,Direction Financière,Équipement Réseau assurant la connectivité du réseau. Modèle: Cisco IOS.,192.168.191.212,FortiOS 7.4,Cisco IOS,Gestion des Équipages,
IT-05040,Terminal d'Impression - Dubaï,Terminal d'Impression,"Dubaï, Émirats Arabes Unis",medium,Direction Opérations,Imprimante pour l'impression des documents. Modèle: Firmware Xerox v5.2.,192.168.38.19,N/A,Firmware Xerox v5.2,Douanes et Réglementations,"IT-02764, IT-02940"
IT-05041,Serveur de Bases de Données - Shenzhen,Serveur de Bases de Données,"Shenzhen, Chine",high,Direction Logistique,Serveur de Bases de Données hébergeant des applications critiques pour Gestion des Réservations. Stocke les données des clients. Capacité: 2 To.,192.168.171.223,N/A,PostgreSQL 14,Suivi des Cargaisons,
IT-05042,Serveur Web - Busan,Serveur Web,"Busan, Corée du Sud",high,Direction IT,Serveur Web utilisé pour Suivi des Cargaisons.,192.168.101.57,N/A,Apache HTTP Server,Gestion des Flottes,"IT-02388, IT-03654"
IT-05043,Serveur Applicatif - Hambourg,Serveur Applicatif,"Hambourg, Allemagne",medium,Direction RH,Serveur Applicatif hébergeant des applications critiques pour Finance et Comptabilité. Exécute Docker.,192.168.202.84,N/A,Custom TMS,"Finance et Comptabilité, Gestion des Clients, Ressources Humaines",IT-02747
IT-05044,Portique Numérique - Yokohama,Portique Numérique,"Yokohama, Japon",critical,Direction Financière,Portique numérique pour le chargement/déchargement des conteneurs. Équipé de Système de Contrôle Kalmar.,192.168.47.93,Embedded Linux,Système de Contrôle Kalmar,Ressources Humaines,"IT-04176, IT-04323, IT-01515"
IT-05045,Routeur - Rotterdam,Routeur,"Rotterdam, Pays-Bas",medium,Direction RH,Routeur assurant la connectivité du réseau. Modèle: Cisco 4000 Series.,192.168.63.145,Cisco IOS,Cisco 4000 Series,"Analyse des Risques, Maintenance des Navires, Gestion des Stocks","IT-00685, IT-02269, IT-03465"
IT-05046,Serveur Applicatif - Hambourg,Serveur Applicatif,"Hambourg, Allemagne",high,Direction Financière,Serveur Applicatif hébergeant des applications critiques pour Gestion des Équipages. Exécute Custom TMS.,192.168.198.157,N/A,Docker,Douanes et Réglementations,
IT-05047,Serveur de Bases de Données - Santos,Serveur de Bases de Données,"Santos, Brésil",medium,Direction Opérations,Serveur de Bases de Données hébergeant des applications critiques pour Sécurité et Conformité. Stocke les données des cargaisons. Capacité: 3 To.,192.168.150.60,N/A,PostgreSQL 14,Maintenance des Navires,
IT-05048,Poste de Travail Portable - Santos,Poste de Travail Portable,"Santos, Brésil",low,Direction RH,Poste de Travail Portable utilisé pour Suivi des Cargaisons. Configuré avec Microsoft Office 365.,192.168.178.212,Windows 11 Entreprise,Microsoft Office 365,"Gestion des Équipages, Communication Interne","IT-01477, IT-00364"
IT-05049,Pare-feu - Rio de Janeiro,Pare-feu,"Rio de Janeiro, Brésil",medium,Direction Logistique,Pare-feu assurant la connectivité du réseau. Modèle: FortiGate 2000E.,192.168.112.153,FortiOS 7.4,FortiGate 2000E,"Maintenance des Navires, Finance et Comptabilité, Gestion des Flottes","IT-00874, IT-02457, IT-03383"
IT-05050,Scanneur de Code-Barre - Busan,Scanneur de Code-Barre,"Busan, Corée du Sud",low,Direction Logistique,Scanneur de Code-Barre utilisé pour Sécurité et Conformité.,N/A,N/A,Zebra DS9908,"Finance et Comptabilité, Gestion des Équipages",IT-03645
IT-05051,Serveur de Sauvegarde - Shenzhen,Serveur de Sauvegarde,"Shenzhen, Chine",medium,Direction Opérations,Serveur de Sauvegarde utilisé pour Gestion des Clients.,192.168.176.254,N/A,Veeam Backup,"Douanes et Réglementations, Planification des Itinéraires, Gestion des Réservations",IT-03792
IT-05052,Serveur de Fichiers - Singapour,Serveur de Fichiers,"Singapour, Singapour",low,Direction Opérations,Serveur de Fichiers utilisé pour Suivi des Cargaisons.,192.168.103.197,N/A,Samba,"Suivi des Cargaisons, Planification des Itinéraires, Communication Interne",IT-04396
IT-05053,Poste de Travail - Yokohama,Poste de Travail,"Yokohama, Japon",low,Direction Logistique,Poste de Travail utilisé pour Douanes et Réglementations. Configuré avec PuTTY.,192.168.201.65,macOS Monterey,Microsoft Office 365,"Finance et Comptabilité, Gestion des Flottes","IT-01018, IT-01262, IT-03046"
IT-05054,Poste de Travail Portable - Marseille,Poste de Travail Portable,"Marseille, France",low,Direction Opérations,Poste de Travail Portable utilisé pour Maintenance des Navires. Configuré avec Microsoft Office 365.,192.168.8.89,Windows 11 Entreprise,Microsoft Office 365,"Gestion des Clients, Douanes et Réglementations, Finance et Comptabilité","IT-02644, IT-04254, IT-01694"
IT-05055,Poste de Travail - Shenzhen,Poste de Travail,"Shenzhen, Chine",medium,Direction Financière,Poste de Travail utilisé pour Gestion des Réservations. Configuré avec Microsoft Office 365.,192.168.85.111,Windows 11 Entreprise,Microsoft Office 365,"Gestion des Stocks, Gestion des Équipages, Approvisionnement",
IT-05056,Pare-feu - Rotterdam,Pare-feu,"Rotterdam, Pays-Bas",medium,Direction Logistique,Pare-feu assurant la connectivité du réseau. Modèle: FortiGate 2000E.,192.168.7.43,FortiOS 7.4,FortiGate 2000E,"Gestion des Flottes, Analyse des Risques, Douanes et Réglementations",IT-01036
IT-05057,Serveur Web - Tokyo,Serveur Web,"Tokyo, Japon",medium,Direction Financière,Serveur Web utilisé pour Suivi des Cargaisons.,192.168.171.177,N/A,Apache HTTP Server,"Approvisionnement, Gestion des Clients, Ressources Humaines","IT-03979, IT-02993, IT-02310"
IT-05058,Scanneur de Code-Barre - Hambourg,Scanneur de Code-Barre,"Hambourg, Allemagne",medium,Direction IT,Scanneur de Code-Barre utilisé pour Suivi des Cargaisons.,N/A,N/A,Zebra DS9908,"Ressources Humaines, Finance et Comptabilité","IT-02356, IT-02089, IT-03329"
IT-05059,Serveur Web - Dubaï,Serveur Web,"Dubaï, Émirats Arabes Unis",medium,Direction Logistique,Serveur Web utilisé pour Douanes et Réglementations.,192.168.62.130,N/A,Nginx,"Gestion des Clients, Communication Interne, Gestion des Flottes",
IT-05060,Serveur Web - Santos,Serveur Web,"Santos, Brésil",low,Direction Opérations,Serveur Web utilisé pour Gestion des Flottes.,192.168.21.131,N/A,Nginx,"Finance et Comptabilité, Douanes et Réglementations",
IT-05061,Équipement Réseau - Shanghai,Équipement Réseau,"Shanghai, Chine",high,Direction RH,Équipement Réseau assurant la connectivité du réseau. Modèle: Cisco IOS.,192.168.232.88,Cisco IOS,Cisco IOS,"Gestion des Flottes, Planification des Itinéraires, Gestion des Équipages",
IT-05062,Scanneur de Code-Barre - Amsterdam,Scanneur de Code-Barre,"Amsterdam, Pays-Bas",high,Direction Opérations,Scanneur de Code-Barre utilisé pour Finance et Comptabilité.,N/A,N/A,Zebra DS9908,Sécurité et Conformité,IT-01301
IT-05063,Serveur Web - Dubaï,Serveur Web,"Dubaï, Émirats Arabes Unis",low,Direction Logistique,Serveur Web utilisé pour Communication Interne.,192.168.111.30,N/A,Apache HTTP Server,Gestion des Stocks,IT-00686
IT-05064,Terminal d'Impression - Dunkerque,Terminal d'Impression,"Dunkerque, France",high,Direction Logistique,Imprimante pour l'impression des documents. Modèle: Firmware Xerox v5.2.,192.168.81.10,N/A,Firmware Xerox v5.2,"Gestion des Stocks, Gestion des Flottes","IT-04253, IT-03382, IT-02044"
IT-05065,Scanneur de Code-Barre - Brême,Scanneur de Code-Barre,"Brême, Allemagne",high,Direction Opérations,Scanneur de Code-Barre utilisé pour Approvisionnement.,N/A,N/A,Zebra DS9908,"Gestion des Réservations, Finance et Comptabilité, Approvisionnement","IT-00521, IT-03955"
IT-05066,Serveur - Houston,Serveur,"Houston, États-Unis",high,Direction Financière,Serveur hébergeant des applications critiques pour Sécurité et Conformité. Exécute PostgreSQL.,192.168.247.135,Windows Server 2022,SAP ERP,Analyse des Risques,"IT-03996, IT-01633"
IT-05067,Imprimante Réseau - Dubaï,Imprimante Réseau,"Dubaï, Émirats Arabes Unis",low,Direction RH,Imprimante Réseau utilisé pour Planification des Itinéraires.,192.168.59.12,N/A,N/A,Communication Interne,IT-02320
IT-05068,Serveur Applicatif - Singapour,Serveur Applicatif,"Singapour, Singapour",medium,Direction RH,Serveur Applicatif hébergeant des applications critiques pour Communication Interne. Exécute Docker.,192.168.157.184,N/A,Docker,"Analyse des Risques, Ressources Humaines, Planification des Itinéraires",IT-02012
IT-05069,Imprimante Réseau - Singapour,Imprimante Réseau,"Singapour, Singapour",medium,Direction IT,Imprimante Réseau utilisé pour Gestion des Équipages.,192.168.132.137,N/A,N/A,"Maintenance des Navires, Suivi des Cargaisons",
IT-05070,Scanneur de Code-Barre - Dunkerque,Scanneur de Code-Barre,"Dunkerque, France",low,Direction Opérations,Scanneur de Code-Barre utilisé pour Sécurité et Conformité.,N/A,N/A,Zebra DS9908,Gestion des Stocks,"IT-03219, IT-04903"
IT-05071,Poste de Travail Portable - Busan,Poste de Travail Portable,"Busan, Corée du Sud",high,Direction Logistique,Poste de Travail Portable utilisé pour Gestion des Clients. Configuré avec Microsoft Office 365.,192.168.19.74,Windows 11 Entreprise,Microsoft Office 365,"Sécurité et Conformité, Gestion des Clients","IT-01360, IT-01556, IT-04974"
IT-05072,Scanneur de Code-Barre - Dubaï,Scanneur de Code-Barre,"Dubaï, Émirats Arabes Unis",medium,Direction IT,Scanneur de Code-Barre utilisé pour Suivi des Cargaisons.,N/A,N/A,Zebra DS9908,Gestion des Clients,IT-01397
IT-05073,Imprimante Réseau - Rio de Janeiro,Imprimante Réseau,"Rio de Janeiro, Brésil",medium,Direction Opérations,Imprimante Réseau utilisé pour Maintenance des Navires.,192.168.167.129,N/A,N/A,"Gestion des Clients, Maintenance des Navires","IT-00059, IT-01862, IT-04271"
IT-05074,Équipement Réseau - Rotterdam,Équipement Réseau,"Rotterdam, Pays-Bas",medium,Direction Financière,Équipement Réseau assurant la connectivité du réseau. Modèle: Cisco IOS.,192.168.200.15,FortiOS 7.4,Cisco IOS,Gestion des Équipages,IT-00744
IT-05075,Serveur Web - Dubaï,Serveur Web,"Dubaï, Émirats Arabes Unis",high,Direction IT,Serveur Web utilisé pour Maintenance des Navires.,192.168.64.223,N/A,Nginx,Planification des Itinéraires,"IT-00714, IT-00371"
IT-05076,Serveur Web - New York,Serveur Web,"New York, États-Unis",low,Direction Financière,Serveur Web utilisé pour Approvisionnement.,192.168.119.145,N/A,Apache HTTP Server,"Gestion des Réservations, Finance et Comptabilité, Suivi des Cargaisons","IT-01640, IT-04038"
IT-05077,Portique Numérique - Shenzhen,Portique Numérique,"Shenzhen, Chine",medium,Direction Financière,Portique numérique pour le chargement/déchargement des conteneurs. Équipé de Système de Contrôle Kalmar.,192.168.227.87,Embedded Linux,Système de Contrôle Kalmar,"Finance et Comptabilité, Suivi des Cargaisons, Gestion des Réservations","IT-05070, IT-02964, IT-05010"
IT-05078,Imprimante Réseau - Busan,Imprimante Réseau,"Busan, Corée du Sud",high,Direction RH,Imprimante Réseau utilisé pour Gestion des Clients.,192.168.230.166,N/A,N/A,"Gestion des Réservations, Gestion des Stocks, Gestion des Flottes",
IT-05079,Terminal d'Impression - Busan,Terminal d'Impression,"Busan, Corée du Sud",high,Direction Financière,Imprimante pour l'impression des documents. Modèle: Firmware Xerox v5.2.,192.168.24.10,N/A,Firmware Xerox v5.2,"Gestion des Clients, Gestion des Réservations",IT-01598
IT-05080,Portique Numérique - Busan,Portique Numérique,"Busan, Corée du Sud",medium,Direction Opérations,Portique numérique pour le chargement/déchargement des conteneurs. Équipé de Système de Contrôle Kalmar.,192.168.238.34,Embedded Linux,Système de Contrôle Kalmar,"Finance et Comptabilité, Suivi des Cargaisons, Sécurité et Conformité",
IT-05081,Scanneur de Code-Barre - Brême,Scanneur de Code-Barre,"Brême, Allemagne",medium,Direction Logistique,Scanneur de Code-Barre utilisé pour Gestion des Équipages.,N/A,N/A,Zebra DS9908,Finance et Comptabilité,"IT-01339, IT-03214"
IT-05082,Scanneur de Code-Barre - Singapour,Scanneur de Code-Barre,"Singapour, Singapour",medium,Direction Financière,Scanneur de Code-Barre utilisé pour Gestion des Stocks.,N/A,N/A,Zebra DS9908,Finance et Comptabilité,"IT-00761, IT-03611"
IT-05083,Portique Numérique - New York,Portique Numérique,"New York, États-Unis",low,Direction IT,Portique numérique pour le chargement/déchargement des conteneurs. Équipé de Système de Contrôle Kalmar.,192.168.212.168,Embedded Linux,Système de Contrôle Kalmar,"Gestion des Équipages, Maintenance des Navires",
IT-05084,Serveur de Bases de Données - Dubaï,Serveur de Bases de Données,"Dubaï, Émirats Arabes Unis",medium,Direction Logistique,Serveur de Bases de Données hébergeant des applications critiques pour Finance et Comptabilité. Stocke les données des clients. Capacité: 6 To.,192.168.106.137,N/A,PostgreSQL 14,Approvisionnement,"IT-01989, IT-00843"
IT-05085,Poste de Travail - Tokyo,Poste de Travail,"Tokyo, Japon",critical,Direction RH,Poste de Travail utilisé pour Sécurité et Conformité. Configuré avec PuTTY.,192.168.51.249,Windows 11 Entreprise,PuTTY,"Gestion des Équipages, Communication Interne, Analyse des Risques",IT-03446
IT-05086,Scanneur de Code-Barre - Yokohama,Scanneur de Code-Barre,"Yokohama, Japon",high,Direction Opérations,Scanneur de Code-Barre utilisé pour Finance et Comptabilité.,N/A,N/A,Zebra DS9908,"Gestion des Stocks, Gestion des Réservations, Analyse des Risques","IT-02964, IT-02828"
